source_row_id,account_id,customer_id,branch_id,account_type,currency,opened_at,status,balance,credit_limit,updated_at
accounts-000194,AC-00194,CU-00194,BR-014,savings,USD,2026-01-08T02:29:00Z,active,5064.00,10966.00,2026-01-03T06:41:00Z
accounts-000195,AC-00195,CU-00195,BR-015,credit,USD,2026-01-08T03:22:00Z,active,10309.00,13725.00,2026-01-03T06:58:00Z
accounts-000196,AC-00196,CU-00196,BR-016,credit,USD,2026-01-08T04:15:00Z,active,10337.00,1685.00,2026-01-03T07:15:00Z
accounts-000197,AC-00197,CU-00197,BR-017,credit,USD,2026-01-08T05:08:00Z,active,11650.00,4599.00,2026-01-03T07:32:00Z
accounts-000198,AC-00198,CU-00198,BR-018,checking,USD,2026-01-08T06:01:00Z,active,11835.00,9506.00,2026-01-03T07:49:00Z
accounts-000199,AC-00199,CU-00199,BR-019,credit,USD,2026-01-08T06:54:00Z,active,13623.00,8510.00,2026-01-03T08:06:00Z
accounts-000200,AC-00200,CU-00200,BR-020,checking,USD,2026-01-08T07:47:00Z,active,21844.00,10366.00,2026-01-03T08:23:00Z
accounts-000201,AC-00201,CU-00001,BR-001,savings,USD,2026-01-08T08:40:00Z,active,19562.00,3952.00,2026-01-03T08:40:00Z
accounts-000202,AC-00202,CU-00002,BR-002,credit,USD,2026-01-08T09:33:00Z,active,8391.00,11863.00,2026-01-03T08:57:00Z
accounts-000203,AC-00203,CU-00003,BR-003,credit,USD,2026-01-08T10:26:00Z,active,7478.00,12843.00,2026-01-03T09:14:00Z
accounts-000204,AC-00204,CU-00004,BR-004,savings,USD,2026-01-08T11:19:00Z,active,17425.00,13788.00,2026-01-03T09:31:00Z
accounts-000205,AC-00205,CU-00005,BR-005,credit,USD,2026-01-08T12:12:00Z,active,22794.00,823.00,2026-01-03T09:48:00Z
accounts-000206,AC-00206,CU-00006,BR-006,savings,USD,2026-01-08T13:05:00Z,active,19343.00,13850.00,2026-01-03T10:05:00Z
accounts-000207,AC-00207,CU-00007,BR-007,credit,USD,2026-01-08T13:58:00Z,active,13173.00,2264.00,2026-01-03T10:22:00Z
accounts-000208,AC-00208,CU-00008,BR-008,savings,USD,2026-01-08T14:51:00Z,active,13471.00,6957.00,2026-01-03T10:39:00Z
accounts-000209,AC-00209,CU-00009,BR-009,credit,USD,2026-01-08T15:44:00Z,active,11393.00,13690.00,2026-01-03T10:56:00Z
accounts-000210,AC-00210,CU-00010,BR-010,savings,USD,2026-01-08T16:37:00Z,active,24332.00,1914.00,2026-01-03T11:13:00Z
accounts-000211,AC-00211,CU-00011,BR-011,savings,USD,2026-01-08T17:30:00Z,active,18957.00,5747.00,2026-01-03T11:30:00Z
accounts-000212,AC-00212,CU-00012,BR-012,credit,USD,2026-01-08T18:23:00Z,active,19946.00,14140.00,2026-01-03T11:47:00Z
accounts-000213,AC-00213,CU-00013,BR-013,credit,USD,2026-01-08T19:16:00Z,active,24702.00,11907.00,2026-01-03T12:04:00Z
accounts-000214,AC-00214,CU-00014,BR-014,credit,USD,2026-01-08T20:09:00Z,active,7647.00,14983.00,2026-01-03T12:21:00Z
accounts-000215,AC-00215,CU-00015,BR-015,credit,USD,2026-01-08T21:02:00Z,active,7382.00,3400.00,2026-01-03T12:38:00Z
accounts-000216,AC-00216,CU-00016,BR-016,checking,USD,2026-01-08T21:55:00Z,active,9670.00,11677.00,2026-01-03T12:55:00Z
accounts-000217,AC-00217,CU-00017,BR-017,savings,USD,2026-01-08T22:48:00Z,active,1956.00,3057.00,2026-01-03T13:12:00Z
accounts-000218,AC-00218,CU-00018,BR-018,checking,USD,2026-01-08T23:41:00Z,active,9067.00,12388.00,2026-01-03T13:29:00Z
accounts-000219,AC-00219,CU-00019,BR-019,checking,USD,2026-01-09T00:34:00Z,active,13473.00,2063.00,2026-01-03T13:46:00Z
accounts-000220,AC-00220,CU-00020,BR-020,credit,USD,2026-01-09T01:27:00Z,active,13810.00,11983.00,2026-01-03T14:03:00Z
accounts-000221,AC-00221,CU-00021,BR-001,checking,USD,2026-01-09T02:20:00Z,active,15937.00,2899.00,2026-01-03T14:20:00Z
accounts-000222,AC-00222,CU-00022,BR-002,savings,USD,2026-01-09T03:13:00Z,active,16362.00,1361.00,2026-01-03T14:37:00Z
accounts-000223,AC-00223,CU-00023,BR-003,savings,USD,2026-01-09T04:06:00Z,active,6976.00,3141.00,2026-01-03T14:54:00Z
accounts-000224,AC-00224,CU-00024,BR-004,savings,USD,2026-01-09T04:59:00Z,active,18033.00,8619.00,2026-01-03T15:11:00Z
accounts-000225,AC-00225,CU-00025,BR-005,credit,USD,2026-01-09T05:52:00Z,active,17876.00,6203.00,2026-01-03T15:28:00Z
accounts-000226,AC-00226,CU-00026,BR-006,checking,USD,2026-01-09T06:45:00Z,active,2616.00,4098.00,2026-01-03T15:45:00Z
accounts-000227,AC-00227,CU-00027,BR-007,savings,USD,2026-01-09T07:38:00Z,active,20991.00,9256.00,2026-01-03T16:02:00Z
accounts-000228,AC-00228,CU-00028,BR-008,savings,USD,2026-01-09T08:31:00Z,active,5637.00,6848.00,2026-01-03T16:19:00Z
accounts-000229,AC-00229,CU-00029,BR-009,credit,USD,2026-01-09T09:24:00Z,active,7638.00,4987.00,2026-01-03T16:36:00Z
accounts-000230,AC-00230,CU-00030,BR-010,savings,USD,2026-01-09T10:17:00Z,active,22539.00,11709.00,2026-01-03T16:53:00Z
accounts-000231,AC-00231,CU-00031,BR-011,credit,USD,2026-01-09T11:10:00Z,active,20116.00,8151.00,2026-01-03T17:10:00Z
accounts-000232,AC-00232,CU-00032,BR-012,credit,USD,2026-01-09T12:03:00Z,active,12852.00,7589.00,2026-01-03T17:27:00Z
accounts-000233,AC-00233,CU-00033,BR-013,checking,USD,2026-01-09T12:56:00Z,active,22784.00,13390.00,2026-01-03T17:44:00Z
accounts-000234,AC-00234,CU-00034,BR-014,credit,USD,2026-01-09T13:49:00Z,active,7591.00,12647.00,2026-01-03T18:01:00Z
accounts-000235,AC-00235,CU-00035,BR-015,checking,USD,2026-01-09T14:42:00Z,active,19894.00,10672.00,2026-01-03T18:18:00Z
accounts-000236,AC-00236,CU-00036,BR-016,credit,USD,2026-01-09T15:35:00Z,active,10695.00,6531.00,2026-01-03T18:35:00Z
accounts-000237,AC-00237,CU-00037,BR-017,savings,USD,2026-01-09T16:28:00Z,active,6288.00,9764.00,2026-01-03T18:52:00Z
accounts-000238,AC-00238,CU-00038,BR-018,checking,USD,2026-01-09T17:21:00Z,active,20874.00,10151.00,2026-01-03T19:09:00Z
accounts-000239,AC-00239,CU-00039,BR-019,checking,USD,2026-01-09T18:14:00Z,active,18245.00,11371.00,2026-01-03T19:26:00Z
accounts-000240,AC-00240,CU-00040,BR-020,checking,USD,2026-01-09T19:07:00Z,active,2222.00,12113.00,2026-01-03T19:43:00Z
accounts-000241,AC-00241,CU-00041,BR-001,savings,USD,2026-01-09T20:00:00Z,active,2794.00,6087.00,2026-01-03T20:00:00Z
accounts-000242,AC-00242,CU-00042,BR-002,savings,USD,2026-01-09T20:53:00Z,active,18263.00,10709.00,2026-01-03T20:17:00Z
accounts-000243,AC-00243,CU-00043,BR-003,checking,USD,2026-01-09T21:46:00Z,active,22048.00,10462.00,2026-01-03T20:34:00Z
accounts-000244,AC-00244,CU-00044,BR-004,savings,USD,2026-01-09T22:39:00Z,active,10374.00,5815.00,2026-01-03T20:51:00Z
accounts-000245,AC-00245,CU-00045,BR-005,credit,USD,2026-01-09T23:32:00Z,active,638.00,10022.00,2026-01-03T21:08:00Z
accounts-000246,AC-00246,CU-00046,BR-006,credit,USD,2026-01-10T00:25:00Z,active,17008.00,6438.00,2026-01-03T21:25:00Z
accounts-000247,AC-00247,CU-00047,BR-007,savings,USD,2026-01-10T01:18:00Z,active,19964.00,13507.00,2026-01-03T21:42:00Z
accounts-000248,AC-00248,CU-00048,BR-008,checking,USD,2026-01-10T02:11:00Z,active,9966.00,853.00,2026-01-03T21:59:00Z
accounts-000249,AC-00249,CU-00049,BR-009,savings,USD,2026-01-10T03:04:00Z,active,19177.00,4240.00,2026-01-03T22:16:00Z
accounts-000250,AC-00250,CU-00050,BR-010,savings,USD,2026-01-10T03:57:00Z,active,16061.00,8470.00,2026-01-03T22:33:00Z
accounts-000251,AC-00251,CU-00051,BR-011,credit,USD,2026-01-10T04:50:00Z,active,6013.00,9112.00,2026-01-03T22:50:00Z
accounts-000252,AC-00252,CU-00052,BR-012,checking,USD,2026-01-10T05:43:00Z,active,23527.00,5499.00,2026-01-03T23:07:00Z
accounts-000253,AC-00253,CU-00053,BR-013,checking,USD,2026-01-10T06:36:00Z,active,18337.00,8450.00,2026-01-03T23:24:00Z
accounts-000254,AC-00254,CU-00054,BR-014,credit,USD,2026-01-10T07:29:00Z,active,6886.00,8602.00,2026-01-03T23:41:00Z
accounts-000255,AC-00255,CU-00055,BR-015,savings,USD,2026-01-10T08:22:00Z,active,21351.00,14097.00,2026-01-03T23:58:00Z
accounts-000256,AC-00256,CU-00056,BR-016,checking,USD,2026-01-10T09:15:00Z,active,14306.00,762.00,2026-01-04T00:15:00Z
accounts-000257,AC-00257,CU-00057,BR-017,credit,USD,2026-01-10T10:08:00Z,active,4239.00,6646.00,2026-01-04T00:32:00Z
accounts-000258,AC-00258,CU-00058,BR-018,savings,USD,2026-01-10T11:01:00Z,active,13333.00,14444.00,2026-01-04T00:49:00Z
accounts-000259,AC-00259,CU-00059,BR-019,savings,USD,2026-01-10T11:54:00Z,active,14959.00,12458.00,2026-01-04T01:06:00Z
accounts-000260,AC-00260,CU-00060,BR-020,credit,USD,2026-01-10T12:47:00Z,active,15015.00,3473.00,2026-01-04T01:23:00Z
accounts-000261,AC-00261,CU-00061,BR-001,checking,USD,2026-01-10T13:40:00Z,active,15330.00,8221.00,2026-01-04T01:40:00Z
accounts-000262,AC-00262,CU-00062,BR-002,checking,USD,2026-01-10T14:33:00Z,active,9777.00,4470.00,2026-01-04T01:57:00Z
accounts-000263,AC-00263,CU-00063,BR-003,credit,USD,2026-01-10T15:26:00Z,active,2825.00,4229.00,2026-01-04T02:14:00Z
accounts-000264,AC-00264,CU-00064,BR-004,checking,USD,2026-01-10T16:19:00Z,active,7522.00,8885.00,2026-01-04T02:31:00Z
accounts-000265,AC-00265,CU-00065,BR-005,checking,USD,2026-01-10T17:12:00Z,active,13835.00,7090.00,2026-01-04T02:48:00Z
accounts-000266,AC-00266,CU-00066,BR-006,credit,USD,2026-01-10T18:05:00Z,active,2861.00,831.00,2026-01-04T03:05:00Z
accounts-000267,AC-00267,CU-00067,BR-007,checking,USD,2026-01-10T18:58:00Z,active,18833.00,2176.00,2026-01-04T03:22:00Z
accounts-000268,AC-00268,CU-00068,BR-008,savings,USD,2026-01-10T19:51:00Z,active,1499.00,7114.00,2026-01-04T03:39:00Z
accounts-000269,AC-00269,CU-00069,BR-009,savings,USD,2026-01-10T20:44:00Z,active,4482.00,6201.00,2026-01-04T03:56:00Z
accounts-000270,AC-00270,CU-00070,BR-010,checking,USD,2026-01-10T21:37:00Z,active,22185.00,11092.00,2026-01-04T04:13:00Z
accounts-000271,AC-00271,CU-00071,BR-011,checking,USD,2026-01-10T22:30:00Z,active,8642.00,6633.00,2026-01-04T04:30:00Z
accounts-000272,AC-00272,CU-00072,BR-012,credit,USD,2026-01-10T23:23:00Z,active,13516.00,668.00,2026-01-04T04:47:00Z
accounts-000273,AC-00273,CU-00073,BR-013,credit,USD,2026-01-11T00:16:00Z,active,6307.00,5011.00,2026-01-04T05:04:00Z
accounts-000274,AC-00274,CU-00074,BR-014,credit,USD,2026-01-11T01:09:00Z,active,21720.00,11266.00,2026-01-04T05:21:00Z
accounts-000275,AC-00275,CU-00075,BR-015,credit,USD,2026-01-11T02:02:00Z,active,23796.00,5324.00,2026-01-04T05:38:00Z
accounts-000276,AC-00276,CU-00076,BR-016,savings,USD,2026-01-11T02:55:00Z,active,9423.00,12926.00,2026-01-04T05:55:00Z
accounts-000277,AC-00277,CU-00077,BR-017,savings,USD,2026-01-11T03:48:00Z,active,10226.00,8006.00,2026-01-04T06:12:00Z
accounts-000278,AC-00278,CU-00078,BR-018,savings,USD,2026-01-11T04:41:00Z,active,11478.00,959.00,2026-01-04T06:29:00Z
accounts-000279,AC-00279,CU-00079,BR-019,savings,USD,2026-01-11T05:34:00Z,active,10782.00,2541.00,2026-01-04T06:46:00Z
accounts-000280,AC-00280,CU-00080,BR-020,checking,USD,2026-01-11T06:27:00Z,active,17869.00,4504.00,2026-01-04T07:03:00Z
accounts-000281,AC-00281,CU-00081,BR-001,checking,USD,2026-01-11T07:20:00Z,active,22566.00,6826.00,2026-01-04T07:20:00Z
accounts-000282,AC-00282,CU-00082,BR-002,credit,USD,2026-01-11T08:13:00Z,active,23352.00,7777.00,2026-01-04T07:37:00Z
accounts-000283,AC-00283,CU-00083,BR-003,credit,USD,2026-01-11T09:06:00Z,active,18044.00,5175.00,2026-01-04T07:54:00Z
accounts-000284,AC-00284,CU-00084,BR-004,credit,USD,2026-01-11T09:59:00Z,active,18402.00,5855.00,2026-01-04T08:11:00Z
accounts-000285,AC-00285,CU-00085,BR-005,credit,USD,2026-01-11T10:52:00Z,active,4438.00,1048.00,2026-01-04T08:28:00Z
accounts-000286,AC-00286,CU-00086,BR-006,credit,USD,2026-01-11T11:45:00Z,active,2252.00,6500.00,2026-01-04T08:45:00Z
accounts-000287,AC-00287,CU-00087,BR-007,checking,USD,2026-01-11T12:38:00Z,active,6851.00,12881.00,2026-01-04T09:02:00Z
accounts-000288,AC-00288,CU-00088,BR-008,credit,USD,2026-01-11T13:31:00Z,active,15649.00,603.00,2026-01-04T09:19:00Z
accounts-000289,AC-00289,CU-00089,BR-009,credit,USD,2026-01-11T14:24:00Z,active,10101.00,4100.00,2026-01-04T09:36:00Z
accounts-000290,AC-00290,CU-00090,BR-010,checking,USD,2026-01-11T15:17:00Z,active,4640.00,5781.00,2026-01-04T09:53:00Z
accounts-000291,AC-00291,CU-00091,BR-011,savings,USD,2026-01-11T16:10:00Z,active,10108.00,14721.00,2026-01-04T10:10:00Z
accounts-000292,AC-00292,CU-00092,BR-012,credit,USD,2026-01-11T17:03:00Z,active,8127.00,10271.00,2026-01-04T10:27:00Z
accounts-000293,AC-00293,CU-00093,BR-013,savings,USD,2026-01-11T17:56:00Z,active,16309.00,12759.00,2026-01-04T10:44:00Z
accounts-000294,AC-00294,CU-00094,BR-014,credit,USD,2026-01-11T18:49:00Z,active,5038.00,1658.00,2026-01-04T11:01:00Z
accounts-000295,AC-00295,CU-00095,BR-015,credit,USD,2026-01-11T19:42:00Z,active,23093.00,11560.00,2026-01-04T11:18:00Z
accounts-000296,AC-00296,CU-00096,BR-016,savings,USD,2026-01-11T20:35:00Z,active,9141.00,5810.00,2026-01-04T11:35:00Z
accounts-000297,AC-00297,CU-00097,BR-017,savings,USD,2026-01-11T21:28:00Z,active,16146.00,721.00,2026-01-04T11:52:00Z
accounts-000298,AC-00298,CU-00098,BR-018,checking,USD,2026-01-11T22:21:00Z,active,11495.00,4740.00,2026-01-04T12:09:00Z
accounts-000299,AC-00299,CU-00099,BR-019,savings,USD,2026-01-11T23:14:00Z,active,10651.00,3733.00,2026-01-04T12:26:00Z
accounts-000300,AC-00300,CU-00100,BR-020,checking,USD,2026-01-12T00:07:00Z,active,15331.00,2374.00,2026-01-04T12:43:00Z
accounts-000301,AC-00301,CU-00101,BR-001,checking,USD,2026-01-12T01:00:00Z,active,8940.00,9496.00,2026-01-04T13:00:00Z
accounts-000302,AC-00302,CU-00102,BR-002,savings,USD,2026-01-12T01:53:00Z,active,9965.00,7036.00,2026-01-04T13:17:00Z
accounts-000303,AC-00303,CU-00103,BR-003,checking,USD,2026-01-12T02:46:00Z,active,9232.00,3633.00,2026-01-04T13:34:00Z
accounts-000304,AC-00304,CU-00104,BR-004,credit,USD,2026-01-12T03:39:00Z,active,1959.00,3456.00,2026-01-04T13:51:00Z
accounts-000305,AC-00305,CU-00105,BR-005,checking,USD,2026-01-12T04:32:00Z,active,4466.00,919.00,2026-01-04T14:08:00Z
accounts-000306,AC-00306,CU-00106,BR-006,savings,USD,2026-01-12T05:25:00Z,active,4755.00,13257.00,2026-01-04T14:25:00Z
accounts-000307,AC-00307,CU-00107,BR-007,savings,USD,2026-01-12T06:18:00Z,active,11862.00,11051.00,2026-01-04T14:42:00Z
accounts-000308,AC-00308,CU-00108,BR-008,savings,USD,2026-01-12T07:11:00Z,active,5860.00,5031.00,2026-01-04T14:59:00Z
accounts-000309,AC-00309,CU-00109,BR-009,savings,USD,2026-01-12T08:04:00Z,active,15730.00,6724.00,2026-01-04T15:16:00Z
accounts-000310,AC-00310,CU-00110,BR-010,credit,USD,2026-01-12T08:57:00Z,active,12031.00,1291.00,2026-01-04T15:33:00Z
accounts-000311,AC-00311,CU-00111,BR-011,credit,USD,2026-01-12T09:50:00Z,active,1399.00,1732.00,2026-01-04T15:50:00Z
accounts-000312,AC-00312,CU-00112,BR-012,checking,USD,2026-01-12T10:43:00Z,active,15497.00,1844.00,2026-01-04T16:07:00Z
accounts-000313,AC-00313,CU-00113,BR-013,checking,USD,2026-01-12T11:36:00Z,active,20504.00,6120.00,2026-01-04T16:24:00Z
accounts-000314,AC-00314,CU-00114,BR-014,savings,USD,2026-01-12T12:29:00Z,active,1137.00,13300.00,2026-01-04T16:41:00Z
accounts-000315,AC-00315,CU-00115,BR-015,checking,USD,2026-01-12T13:22:00Z,active,6241.00,4245.00,2026-01-04T16:58:00Z
accounts-000316,AC-00316,CU-00116,BR-016,credit,USD,2026-01-12T14:15:00Z,active,5256.00,11696.00,2026-01-04T17:15:00Z
accounts-000317,AC-00317,CU-00117,BR-017,checking,USD,2026-01-12T15:08:00Z,active,16376.00,5659.00,2026-01-04T17:32:00Z
accounts-000318,AC-00318,CU-00118,BR-018,checking,USD,2026-01-12T16:01:00Z,unknown_state,18595.00,5043.00,2026-01-04T17:49:00Z
accounts-000319,AC-00319,CU-ORPHAN,BR-019,credit,USD,2026-01-12T16:54:00Z,active,23701.00,14970.00,2026-01-04T18:06:00Z
accounts-000320,AC-00319,CU-00120,BR-020,checking,USD,2026-01-12T17:47:00Z,active,2360.00,11876.00,2026-01-04T18:23:00Z
